,Gestational_Age,State,Race,month_care_began,num_births
4401,6.0,41.0,2,6.0,22.0
4402,6.0,41.0,2,7.0,19.0
4403,6.0,41.0,2,8.0,21.0
4404,6.0,41.0,3,0.0,97.0
4405,6.0,41.0,3,1.0,757.0
4406,6.0,41.0,3,2.0,8612.0
4407,6.0,41.0,3,3.0,6888.0
4408,6.0,41.0,3,4.0,1860.0
4409,6.0,41.0,3,5.0,847.0
4410,6.0,41.0,3,6.0,450.0
4411,6.0,41.0,3,7.0,315.0
4412,6.0,41.0,3,8.0,241.0
4413,6.0,41.0,3,9.0,87.0
4414,6.0,41.0,3,99.0,140.0
4415,6.0,42.0,0,2.0,62.0
4416,6.0,42.0,0,3.0,52.0
4417,6.0,42.0,0,4.0,22.0
4418,6.0,42.0,0,5.0,13.0
4419,6.0,42.0,0,6.0,12.0
4420,6.0,42.0,1,0.0,68.0
4421,6.0,42.0,1,1.0,65.0
4422,6.0,42.0,1,2.0,1416.0
4423,6.0,42.0,1,3.0,1254.0
4424,6.0,42.0,1,4.0,377.0
4425,6.0,42.0,1,5.0,191.0
4426,6.0,42.0,1,6.0,147.0
4427,6.0,42.0,1,7.0,98.0
4428,6.0,42.0,1,8.0,87.0
4429,6.0,42.0,1,9.0,17.0
4430,6.0,42.0,1,99.0,196.0
4431,6.0,42.0,2,0.0,539.0
4432,6.0,42.0,2,1.0,230.0
4433,6.0,42.0,2,2.0,3379.0
4434,6.0,42.0,2,3.0,3637.0
4435,6.0,42.0,2,4.0,1611.0
4436,6.0,42.0,2,5.0,952.0
4437,6.0,42.0,2,6.0,590.0
4438,6.0,42.0,2,7.0,458.0
4439,6.0,42.0,2,8.0,357.0
4440,6.0,42.0,2,9.0,111.0
4441,6.0,42.0,2,99.0,824.0
4442,6.0,42.0,3,0.0,567.0
4443,6.0,42.0,3,1.0,1312.0
4444,6.0,42.0,3,2.0,23002.0
4445,6.0,42.0,3,3.0,19551.0
4446,6.0,42.0,3,4.0,4516.0
4447,6.0,42.0,3,5.0,2328.0
4448,6.0,42.0,3,6.0,1473.0
4449,6.0,42.0,3,7.0,1201.0
4450,6.0,42.0,3,8.0,808.0
4451,6.0,42.0,3,9.0,243.0
4452,6.0,42.0,3,99.0,1838.0
4453,6.0,44.0,0,98.0,69.0
4454,6.0,44.0,1,98.0,317.0
4455,6.0,44.0,2,98.0,757.0
4456,6.0,44.0,3,98.0,4497.0
4457,6.0,45.0,0,2.0,36.0
4458,6.0,45.0,0,3.0,38.0
4459,6.0,45.0,0,4.0,12.0
4460,6.0,45.0,0,6.0,10.0
4461,6.0,45.0,1,0.0,12.0
4462,6.0,45.0,1,1.0,23.0
4463,6.0,45.0,1,2.0,224.0
4464,6.0,45.0,1,3.0,242.0
4465,6.0,45.0,1,4.0,96.0
4466,6.0,45.0,1,5.0,56.0
4467,6.0,45.0,1,6.0,25.0
4468,6.0,45.0,1,7.0,26.0
4469,6.0,45.0,1,8.0,25.0
4470,6.0,45.0,2,0.0,101.0
4471,6.0,45.0,2,1.0,277.0
4472,6.0,45.0,2,2.0,3609.0
4473,6.0,45.0,2,3.0,3175.0
4474,6.0,45.0,2,4.0,1326.0
4475,6.0,45.0,2,5.0,862.0
4476,6.0,45.0,2,6.0,523.0
4477,6.0,45.0,2,7.0,346.0
4478,6.0,45.0,2,8.0,244.0
4479,6.0,45.0,2,9.0,86.0
4480,6.0,45.0,2,99.0,55.0
4481,6.0,45.0,3,0.0,135.0
4482,6.0,45.0,3,1.0,680.0
4483,6.0,45.0,3,2.0,8583.0
4484,6.0,45.0,3,3.0,6808.0
4485,6.0,45.0,3,4.0,2124.0
4486,6.0,45.0,3,5.0,1015.0
4487,6.0,45.0,3,6.0,660.0
4488,6.0,45.0,3,7.0,492.0
4489,6.0,45.0,3,8.0,360.0
4490,6.0,45.0,3,9.0,109.0
4491,6.0,45.0,3,99.0,125.0
4492,6.0,46.0,0,0.0,26.0
4493,6.0,46.0,0,1.0,21.0
4494,6.0,46.0,0,2.0,246.0
4495,6.0,46.0,0,3.0,305.0
4496,6.0,46.0,0,4.0,156.0
4497,6.0,46.0,0,5.0,96.0
4498,6.0,46.0,0,6.0,68.0
4499,6.0,46.0,0,7.0,60.0
4500,6.0,46.0,0,8.0,39.0
4501,6.0,46.0,0,9.0,17.0
4502,6.0,46.0,0,99.0,25.0
4503,6.0,46.0,1,2.0,30.0
4504,6.0,46.0,1,3.0,42.0
4505,6.0,46.0,1,4.0,23.0
4506,6.0,46.0,1,5.0,20.0
4507,6.0,46.0,2,2.0,40.0
4508,6.0,46.0,2,3.0,59.0
4509,6.0,46.0,2,4.0,30.0
4510,6.0,46.0,2,5.0,19.0
4511,6.0,46.0,3,0.0,15.0
4512,6.0,46.0,3,1.0,83.0
4513,6.0,46.0,3,2.0,2069.0
4514,6.0,46.0,3,3.0,2157.0
4515,6.0,46.0,3,4.0,372.0
4516,6.0,46.0,3,5.0,175.0
4517,6.0,46.0,3,6.0,109.0
4518,6.0,46.0,3,7.0,92.0
4519,6.0,46.0,3,8.0,51.0
4520,6.0,46.0,3,9.0,30.0
4521,6.0,46.0,3,99.0,52.0
4522,6.0,47.0,0,1.0,10.0
4523,6.0,47.0,0,2.0,35.0
4524,6.0,47.0,0,3.0,35.0
4525,6.0,47.0,0,4.0,21.0
4526,6.0,47.0,0,5.0,12.0
4527,6.0,47.0,1,0.0,16.0
4528,6.0,47.0,1,1.0,67.0
4529,6.0,47.0,1,2.0,351.0
4530,6.0,47.0,1,3.0,412.0
4531,6.0,47.0,1,4.0,178.0
4532,6.0,47.0,1,5.0,83.0
4533,6.0,47.0,1,6.0,46.0
4534,6.0,47.0,1,7.0,44.0
4535,6.0,47.0,1,8.0,22.0
4536,6.0,47.0,1,9.0,10.0
4537,6.0,47.0,1,99.0,66.0
4538,6.0,47.0,2,0.0,331.0
4539,6.0,47.0,2,1.0,975.0
4540,6.0,47.0,2,2.0,2845.0
4541,6.0,47.0,2,3.0,2435.0
4542,6.0,47.0,2,4.0,1229.0
4543,6.0,47.0,2,5.0,728.0
4544,6.0,47.0,2,6.0,428.0
4545,6.0,47.0,2,7.0,266.0
4546,6.0,47.0,2,8.0,168.0
4547,6.0,47.0,2,9.0,78.0
4548,6.0,47.0,2,99.0,660.0
4549,6.0,47.0,3,0.0,275.0
4550,6.0,47.0,3,1.0,2141.0
4551,6.0,47.0,3,2.0,13213.0
4552,6.0,47.0,3,3.0,11154.0
4553,6.0,47.0,3,4.0,3519.0
4554,6.0,47.0,3,5.0,1641.0
4555,6.0,47.0,3,6.0,967.0
4556,6.0,47.0,3,7.0,670.0
4557,6.0,47.0,3,8.0,459.0
4558,6.0,47.0,3,9.0,171.0
4559,6.0,47.0,3,99.0,2204.0
4560,6.0,48.0,0,0.0,19.0
4561,6.0,48.0,0,1.0,50.0
4562,6.0,48.0,0,2.0,203.0
4563,6.0,48.0,0,3.0,179.0
4564,6.0,48.0,0,4.0,84.0
4565,6.0,48.0,0,5.0,56.0
4566,6.0,48.0,0,6.0,43.0
4567,6.0,48.0,0,7.0,28.0
4568,6.0,48.0,0,8.0,14.0
4569,6.0,48.0,0,9.0,10.0
4570,6.0,48.0,1,0.0,245.0
4571,6.0,48.0,1,1.0,891.0
4572,6.0,48.0,1,2.0,4338.0
4573,6.0,48.0,1,3.0,3798.0
4574,6.0,48.0,1,4.0,1402.0
4575,6.0,48.0,1,5.0,680.0
4576,6.0,48.0,1,6.0,489.0
4577,6.0,48.0,1,7.0,426.0
4578,6.0,48.0,1,8.0,259.0
4579,6.0,48.0,1,9.0,79.0
4580,6.0,48.0,1,99.0,250.0
4581,6.0,48.0,2,0.0,1132.0
4582,6.0,48.0,2,1.0,1659.0
4583,6.0,48.0,2,2.0,7808.0
4584,6.0,48.0,2,3.0,7709.0
4585,6.0,48.0,2,4.0,4127.0
4586,6.0,48.0,2,5.0,2451.0
4587,6.0,48.0,2,6.0,1524.0
4588,6.0,48.0,2,7.0,1179.0
4589,6.0,48.0,2,8.0,1064.0
4590,6.0,48.0,2,9.0,413.0
4591,6.0,48.0,2,99.0,914.0
4592,6.0,48.0,3,0.0,6027.0
4593,6.0,48.0,3,1.0,13281.0
4594,6.0,48.0,3,2.0,62557.0
4595,6.0,48.0,3,3.0,53525.0
4596,6.0,48.0,3,4.0,22228.0
4597,6.0,48.0,3,5.0,11767.0
4598,6.0,48.0,3,6.0,7139.0
4599,6.0,48.0,3,7.0,5229.0
4600,6.0,48.0,3,8.0,3796.0
4601,6.0,48.0,3,9.0,1552.0
4602,6.0,48.0,3,99.0,5440.0
4603,6.0,49.0,0,1.0,10.0
4604,6.0,49.0,0,2.0,129.0
4605,6.0,49.0,0,3.0,109.0
4606,6.0,49.0,0,4.0,49.0
4607,6.0,49.0,0,5.0,34.0
4608,6.0,49.0,0,6.0,24.0
4609,6.0,49.0,1,1.0,24.0
4610,6.0,49.0,1,2.0,350.0
4611,6.0,49.0,1,3.0,437.0
4612,6.0,49.0,1,4.0,119.0
4613,6.0,49.0,1,5.0,46.0
4614,6.0,49.0,1,6.0,37.0
4615,6.0,49.0,1,7.0,22.0
4616,6.0,49.0,1,8.0,23.0
4617,6.0,49.0,1,99.0,38.0
4618,6.0,49.0,2,1.0,18.0
4619,6.0,49.0,2,2.0,148.0
4620,6.0,49.0,2,3.0,121.0
4621,6.0,49.0,2,4.0,27.0
4622,6.0,49.0,2,5.0,26.0
4623,6.0,49.0,2,6.0,17.0
4624,6.0,49.0,2,7.0,15.0
4625,6.0,49.0,2,99.0,23.0
4626,6.0,49.0,3,0.0,90.0
4627,6.0,49.0,3,1.0,663.0
4628,6.0,49.0,3,2.0,12378.0
4629,6.0,49.0,3,3.0,11349.0
4630,6.0,49.0,3,4.0,2353.0
4631,6.0,49.0,3,5.0,806.0
4632,6.0,49.0,3,6.0,440.0
4633,6.0,49.0,3,7.0,313.0
4634,6.0,49.0,3,8.0,208.0
4635,6.0,49.0,3,9.0,95.0
4636,6.0,49.0,3,99.0,427.0
4637,6.0,50.0,1,2.0,35.0
4638,6.0,50.0,1,3.0,29.0
4639,6.0,50.0,2,2.0,28.0
4640,6.0,50.0,2,3.0,13.0
4641,6.0,50.0,3,1.0,90.0
4642,6.0,50.0,3,2.0,1417.0
4643,6.0,50.0,3,3.0,911.0
4644,6.0,50.0,3,4.0,143.0
4645,6.0,50.0,3,5.0,76.0
4646,6.0,50.0,3,6.0,32.0
4647,6.0,50.0,3,7.0,21.0
4648,6.0,50.0,3,8.0,19.0
4649,6.0,51.0,0,1.0,15.0
4650,6.0,51.0,0,2.0,36.0
4651,6.0,51.0,0,3.0,31.0
4652,6.0,51.0,0,4.0,14.0
4653,6.0,51.0,0,5.0,10.0
4654,6.0,51.0,0,99.0,34.0
4655,6.0,51.0,1,0.0,10.0
4656,6.0,51.0,1,1.0,523.0
4657,6.0,51.0,1,2.0,1847.0
4658,6.0,51.0,1,3.0,1094.0
4659,6.0,51.0,1,4.0,274.0
4660,6.0,51.0,1,5.0,135.0
4661,6.0,51.0,1,6.0,89.0
4662,6.0,51.0,1,7.0,61.0
4663,6.0,51.0,1,8.0,55.0
4664,6.0,51.0,1,9.0,14.0
4665,6.0,51.0,1,99.0,694.0
4666,6.0,51.0,2,0.0,99.0
4667,6.0,51.0,2,1.0,1049.0
4668,6.0,51.0,2,2.0,3155.0
4669,6.0,51.0,2,3.0,2252.0
4670,6.0,51.0,2,4.0,970.0
4671,6.0,51.0,2,5.0,495.0
4672,6.0,51.0,2,6.0,294.0
4673,6.0,51.0,2,7.0,217.0
4674,6.0,51.0,2,8.0,132.0
4675,6.0,51.0,2,9.0,47.0
4676,6.0,51.0,2,99.0,3567.0
4677,6.0,51.0,3,0.0,182.0
4678,6.0,51.0,3,1.0,3256.0
4679,6.0,51.0,3,2.0,12303.0
4680,6.0,51.0,3,3.0,7037.0
4681,6.0,51.0,3,4.0,2073.0
4682,6.0,51.0,3,5.0,1028.0
4683,6.0,51.0,3,6.0,600.0
4684,6.0,51.0,3,7.0,444.0
4685,6.0,51.0,3,8.0,275.0
4686,6.0,51.0,3,9.0,111.0
4687,6.0,51.0,3,99.0,9626.0
4688,6.0,53.0,0,0.0,21.0
4689,6.0,53.0,0,1.0,39.0
4690,6.0,53.0,0,2.0,285.0
4691,6.0,53.0,0,3.0,291.0
4692,6.0,53.0,0,4.0,116.0
4693,6.0,53.0,0,5.0,64.0
4694,6.0,53.0,0,6.0,51.0
4695,6.0,53.0,0,7.0,35.0
4696,6.0,53.0,0,8.0,30.0
4697,6.0,53.0,0,9.0,14.0
4698,6.0,53.0,0,99.0,96.0
4699,6.0,53.0,1,0.0,33.0
4700,6.0,53.0,1,1.0,137.0
4701,6.0,53.0,1,2.0,2126.0
4702,6.0,53.0,1,3.0,1811.0
4703,6.0,53.0,1,4.0,441.0
4704,6.0,53.0,1,5.0,263.0
4705,6.0,53.0,1,6.0,188.0
4706,6.0,53.0,1,7.0,176.0
4707,6.0,53.0,1,8.0,123.0
4708,6.0,53.0,1,9.0,31.0
4709,6.0,53.0,1,99.0,366.0
4710,6.0,53.0,2,0.0,29.0
4711,6.0,53.0,2,1.0,84.0
4712,6.0,53.0,2,2.0,841.0
4713,6.0,53.0,2,3.0,705.0
4714,6.0,53.0,2,4.0,290.0
4715,6.0,53.0,2,5.0,174.0
4716,6.0,53.0,2,6.0,93.0
4717,6.0,53.0,2,7.0,74.0
4718,6.0,53.0,2,8.0,69.0
4719,6.0,53.0,2,9.0,25.0
4720,6.0,53.0,2,99.0,198.0
4721,6.0,53.0,3,0.0,253.0
4722,6.0,53.0,3,1.0,1331.0
4723,6.0,53.0,3,2.0,13768.0
4724,6.0,53.0,3,3.0,10954.0
4725,6.0,53.0,3,4.0,3079.0
4726,6.0,53.0,3,5.0,1505.0
4727,6.0,53.0,3,6.0,902.0
4728,6.0,53.0,3,7.0,726.0
4729,6.0,53.0,3,8.0,530.0
4730,6.0,53.0,3,9.0,182.0
4731,6.0,53.0,3,99.0,1830.0
4732,6.0,54.0,1,2.0,36.0
4733,6.0,54.0,1,3.0,46.0
4734,6.0,54.0,1,4.0,16.0
4735,6.0,54.0,2,1.0,13.0
4736,6.0,54.0,2,2.0,187.0
4737,6.0,54.0,2,3.0,99.0
4738,6.0,54.0,2,4.0,57.0
4739,6.0,54.0,2,5.0,27.0
4740,6.0,54.0,2,6.0,20.0
4741,6.0,54.0,2,7.0,16.0
4742,6.0,54.0,2,99.0,12.0
4743,6.0,54.0,3,0.0,73.0
4744,6.0,54.0,3,1.0,401.0
4745,6.0,54.0,3,2.0,4633.0
4746,6.0,54.0,3,3.0,3083.0
4747,6.0,54.0,3,4.0,952.0
4748,6.0,54.0,3,5.0,443.0
4749,6.0,54.0,3,6.0,270.0
4750,6.0,54.0,3,7.0,246.0
4751,6.0,54.0,3,8.0,191.0
4752,6.0,54.0,3,9.0,76.0
4753,6.0,54.0,3,99.0,235.0
4754,6.0,55.0,0,0.0,10.0
4755,6.0,55.0,0,2.0,163.0
4756,6.0,55.0,0,3.0,167.0
4757,6.0,55.0,0,4.0,70.0
4758,6.0,55.0,0,5.0,32.0
4759,6.0,55.0,0,6.0,25.0
4760,6.0,55.0,0,7.0,15.0
4761,6.0,55.0,0,8.0,10.0
4762,6.0,55.0,0,99.0,21.0
4763,6.0,55.0,1,1.0,24.0
4764,6.0,55.0,1,2.0,613.0
4765,6.0,55.0,1,3.0,657.0
4766,6.0,55.0,1,4.0,220.0
4767,6.0,55.0,1,5.0,107.0
4768,6.0,55.0,1,6.0,59.0
4769,6.0,55.0,1,7.0,36.0
4770,6.0,55.0,1,8.0,21.0
4771,6.0,55.0,1,99.0,83.0
4772,6.0,55.0,2,0.0,58.0
4773,6.0,55.0,2,1.0,91.0
4774,6.0,55.0,2,2.0,1305.0
4775,6.0,55.0,2,3.0,1183.0
4776,6.0,55.0,2,4.0,461.0
4777,6.0,55.0,2,5.0,275.0
4778,6.0,55.0,2,6.0,158.0
4779,6.0,55.0,2,7.0,117.0
4780,6.0,55.0,2,8.0,77.0
4781,6.0,55.0,2,9.0,21.0
4782,6.0,55.0,2,99.0,203.0
4783,6.0,55.0,3,0.0,74.0
4784,6.0,55.0,3,1.0,594.0
4785,6.0,55.0,3,2.0,13686.0
4786,6.0,55.0,3,3.0,10468.0
4787,6.0,55.0,3,4.0,1808.0
4788,6.0,55.0,3,5.0,854.0
4789,6.0,55.0,3,6.0,485.0
4790,6.0,55.0,3,7.0,411.0
4791,6.0,55.0,3,8.0,234.0
4792,6.0,55.0,3,9.0,97.0
4793,6.0,55.0,3,99.0,796.0
4794,6.0,56.0,0,2.0,52.0
4795,6.0,56.0,0,3.0,41.0
4796,6.0,56.0,0,4.0,20.0
4797,6.0,56.0,0,5.0,12.0
4798,6.0,56.0,0,6.0,12.0
4799,6.0,56.0,1,2.0,17.0
4800,6.0,56.0,1,3.0,19.0
4801,6.0,56.0,2,2.0,30.0
4802,6.0,56.0,2,3.0,14.0
4803,6.0,56.0,2,99.0,12.0
4804,6.0,56.0,3,0.0,80.0
4805,6.0,56.0,3,1.0,93.0
4806,6.0,56.0,3,2.0,1575.0
4807,6.0,56.0,3,3.0,1336.0
4808,6.0,56.0,3,4.0,384.0
4809,6.0,56.0,3,5.0,164.0
4810,6.0,56.0,3,6.0,101.0
4811,6.0,56.0,3,7.0,81.0
4812,6.0,56.0,3,8.0,60.0
4813,6.0,56.0,3,9.0,12.0
4814,6.0,56.0,3,99.0,143.0
4815,7.0,1.0,0,2.0,16.0
4816,7.0,1.0,0,3.0,13.0
4817,7.0,1.0,1,0.0,15.0
4818,7.0,1.0,1,1.0,12.0
4819,7.0,1.0,1,2.0,95.0
4820,7.0,1.0,1,3.0,59.0
4821,7.0,1.0,1,4.0,14.0
4822,7.0,1.0,1,5.0,11.0
4823,7.0,1.0,1,6.0,11.0
4824,7.0,1.0,1,7.0,10.0
4825,7.0,1.0,2,0.0,47.0
4826,7.0,1.0,2,1.0,125.0
4827,7.0,1.0,2,2.0,761.0
4828,7.0,1.0,2,3.0,675.0
4829,7.0,1.0,2,4.0,299.0
4830,7.0,1.0,2,5.0,173.0
4831,7.0,1.0,2,6.0,114.0
4832,7.0,1.0,2,7.0,83.0
4833,7.0,1.0,2,8.0,54.0
4834,7.0,1.0,2,9.0,29.0
4835,7.0,1.0,2,99.0,16.0
4836,7.0,1.0,3,0.0,162.0
4837,7.0,1.0,3,1.0,376.0
4838,7.0,1.0,3,2.0,2626.0
4839,7.0,1.0,3,3.0,1725.0
4840,7.0,1.0,3,4.0,565.0
4841,7.0,1.0,3,5.0,305.0
4842,7.0,1.0,3,6.0,153.0
4843,7.0,1.0,3,7.0,118.0
4844,7.0,1.0,3,8.0,89.0
4845,7.0,1.0,3,9.0,42.0
4846,7.0,1.0,3,99.0,61.0
4847,7.0,2.0,0,2.0,97.0
4848,7.0,2.0,0,3.0,148.0
4849,7.0,2.0,0,4.0,55.0
4850,7.0,2.0,0,5.0,21.0
4851,7.0,2.0,0,6.0,15.0
4852,7.0,2.0,0,7.0,15.0
4853,7.0,2.0,1,2.0,55.0
4854,7.0,2.0,1,3.0,62.0
4855,7.0,2.0,1,4.0,33.0
4856,7.0,2.0,1,5.0,30.0
4857,7.0,2.0,1,6.0,10.0
4858,7.0,2.0,1,99.0,11.0
4859,7.0,2.0,2,2.0,38.0
4860,7.0,2.0,2,3.0,33.0
4861,7.0,2.0,2,4.0,14.0
4862,7.0,2.0,2,99.0,17.0
4863,7.0,2.0,3,0.0,11.0
4864,7.0,2.0,3,1.0,48.0
4865,7.0,2.0,3,2.0,626.0
4866,7.0,2.0,3,3.0,552.0
4867,7.0,2.0,3,4.0,130.0
4868,7.0,2.0,3,5.0,82.0
4869,7.0,2.0,3,6.0,39.0
4870,7.0,2.0,3,7.0,32.0
4871,7.0,2.0,3,8.0,25.0
4872,7.0,2.0,3,9.0,13.0
4873,7.0,2.0,3,99.0,119.0
4874,7.0,4.0,0,0.0,29.0
4875,7.0,4.0,0,1.0,75.0
4876,7.0,4.0,0,2.0,366.0
4877,7.0,4.0,0,3.0,227.0
4878,7.0,4.0,0,4.0,112.0
4879,7.0,4.0,0,5.0,69.0
4880,7.0,4.0,0,6.0,60.0
4881,7.0,4.0,0,7.0,36.0
4882,7.0,4.0,0,8.0,30.0
4883,7.0,4.0,0,9.0,17.0
4884,7.0,4.0,0,99.0,23.0
4885,7.0,4.0,1,1.0,67.0
4886,7.0,4.0,1,2.0,301.0
4887,7.0,4.0,1,3.0,155.0
4888,7.0,4.0,1,4.0,47.0
4889,7.0,4.0,1,5.0,23.0
4890,7.0,4.0,1,6.0,13.0
4891,7.0,4.0,1,7.0,15.0
4892,7.0,4.0,1,8.0,18.0
4893,7.0,4.0,2,0.0,13.0
4894,7.0,4.0,2,1.0,93.0
4895,7.0,4.0,2,2.0,297.0
4896,7.0,4.0,2,3.0,174.0
4897,7.0,4.0,2,4.0,89.0
4898,7.0,4.0,2,5.0,57.0
4899,7.0,4.0,2,6.0,48.0
4900,7.0,4.0,2,7.0,33.0
4901,7.0,4.0,2,8.0,24.0
4902,7.0,4.0,2,9.0,18.0
4903,7.0,4.0,2,99.0,11.0
4904,7.0,4.0,3,0.0,272.0
4905,7.0,4.0,3,1.0,1418.0
4906,7.0,4.0,3,2.0,5673.0
4907,7.0,4.0,3,3.0,3313.0
4908,7.0,4.0,3,4.0,1188.0
4909,7.0,4.0,3,5.0,649.0
4910,7.0,4.0,3,6.0,412.0
4911,7.0,4.0,3,7.0,337.0
4912,7.0,4.0,3,8.0,266.0
4913,7.0,4.0,3,9.0,181.0
4914,7.0,4.0,3,99.0,291.0
4915,7.0,5.0,0,2.0,15.0
4916,7.0,5.0,0,3.0,13.0
4917,7.0,5.0,0,4.0,10.0
4918,7.0,5.0,1,2.0,47.0
4919,7.0,5.0,1,3.0,38.0
4920,7.0,5.0,1,4.0,22.0
4921,7.0,5.0,1,5.0,15.0
4922,7.0,5.0,1,6.0,11.0
4923,7.0,5.0,1,7.0,11.0
4924,7.0,5.0,1,99.0,15.0
4925,7.0,5.0,2,0.0,38.0
4926,7.0,5.0,2,1.0,39.0
4927,7.0,5.0,2,2.0,180.0
4928,7.0,5.0,2,3.0,208.0
4929,7.0,5.0,2,4.0,123.0
4930,7.0,5.0,2,5.0,84.0
4931,7.0,5.0,2,6.0,51.0
4932,7.0,5.0,2,7.0,30.0
4933,7.0,5.0,2,8.0,31.0
4934,7.0,5.0,2,9.0,14.0
4935,7.0,5.0,2,99.0,187.0
4936,7.0,5.0,3,0.0,85.0
4937,7.0,5.0,3,1.0,236.0
4938,7.0,5.0,3,2.0,1459.0
4939,7.0,5.0,3,3.0,1350.0
4940,7.0,5.0,3,4.0,514.0
4941,7.0,5.0,3,5.0,343.0
4942,7.0,5.0,3,6.0,193.0
4943,7.0,5.0,3,7.0,149.0
4944,7.0,5.0,3,8.0,84.0
4945,7.0,5.0,3,9.0,40.0
4946,7.0,5.0,3,99.0,439.0
4947,7.0,6.0,0,0.0,16.0
4948,7.0,6.0,0,1.0,67.0
4949,7.0,6.0,0,2.0,308.0
4950,7.0,6.0,0,3.0,173.0
4951,7.0,6.0,0,4.0,58.0
4952,7.0,6.0,0,5.0,64.0
4953,7.0,6.0,0,6.0,29.0
4954,7.0,6.0,0,7.0,20.0
4955,7.0,6.0,0,8.0,10.0
4956,7.0,6.0,0,9.0,10.0
4957,7.0,6.0,0,99.0,12.0
4958,7.0,6.0,1,0.0,24.0
4959,7.0,6.0,1,1.0,2266.0
4960,7.0,6.0,1,2.0,9111.0
4961,7.0,6.0,1,3.0,3721.0
4962,7.0,6.0,1,4.0,973.0
4963,7.0,6.0,1,5.0,422.0
4964,7.0,6.0,1,6.0,277.0
4965,7.0,6.0,1,7.0,356.0
4966,7.0,6.0,1,8.0,294.0
4967,7.0,6.0,1,9.0,60.0
4968,7.0,6.0,1,99.0,221.0
4969,7.0,6.0,2,0.0,59.0
4970,7.0,6.0,2,1.0,812.0
4971,7.0,6.0,2,2.0,2984.0
4972,7.0,6.0,2,3.0,1328.0
4973,7.0,6.0,2,4.0,496.0
4974,7.0,6.0,2,5.0,281.0
4975,7.0,6.0,2,6.0,170.0
4976,7.0,6.0,2,7.0,122.0
4977,7.0,6.0,2,8.0,103.0
4978,7.0,6.0,2,9.0,44.0
4979,7.0,6.0,2,99.0,147.0
4980,7.0,6.0,3,0.0,442.0
4981,7.0,6.0,3,1.0,10721.0
4982,7.0,6.0,3,2.0,43161.0
4983,7.0,6.0,3,3.0,19428.0
4984,7.0,6.0,3,4.0,5765.0
4985,7.0,6.0,3,5.0,3040.0
4986,7.0,6.0,3,6.0,1833.0
4987,7.0,6.0,3,7.0,1218.0
4988,7.0,6.0,3,8.0,880.0
4989,7.0,6.0,3,9.0,361.0
4990,7.0,6.0,3,99.0,1180.0
4991,7.0,8.0,0,2.0,54.0
4992,7.0,8.0,0,3.0,51.0
4993,7.0,8.0,0,4.0,14.0
4994,7.0,8.0,0,5.0,11.0
4995,7.0,8.0,1,0.0,12.0
4996,7.0,8.0,1,2.0,209.0
4997,7.0,8.0,1,3.0,177.0
4998,7.0,8.0,1,4.0,47.0
4999,7.0,8.0,1,5.0,26.0
5000,7.0,8.0,1,6.0,15.0
5001,7.0,8.0,1,7.0,19.0
5002,7.0,8.0,1,99.0,16.0
5003,7.0,8.0,2,0.0,20.0
5004,7.0,8.0,2,1.0,13.0
5005,7.0,8.0,2,2.0,225.0
5006,7.0,8.0,2,3.0,204.0
5007,7.0,8.0,2,4.0,88.0
5008,7.0,8.0,2,5.0,54.0
5009,7.0,8.0,2,6.0,29.0
5010,7.0,8.0,2,7.0,25.0
5011,7.0,8.0,2,8.0,25.0
5012,7.0,8.0,2,9.0,13.0
5013,7.0,8.0,2,99.0,15.0
5014,7.0,8.0,3,0.0,220.0
5015,7.0,8.0,3,1.0,289.0
5016,7.0,8.0,3,2.0,5126.0
5017,7.0,8.0,3,3.0,4235.0
5018,7.0,8.0,3,4.0,1179.0
5019,7.0,8.0,3,5.0,499.0
5020,7.0,8.0,3,6.0,311.0
5021,7.0,8.0,3,7.0,229.0
5022,7.0,8.0,3,8.0,198.0
5023,7.0,8.0,3,9.0,90.0
5024,7.0,8.0,3,99.0,229.0
5025,7.0,9.0,0,98.0,65.0
5026,7.0,9.0,1,98.0,497.0
5027,7.0,9.0,2,98.0,1020.0
5028,7.0,9.0,3,98.0,6344.0
5029,7.0,10.0,1,2.0,75.0
5030,7.0,10.0,1,3.0,32.0
5031,7.0,10.0,1,4.0,10.0
5032,7.0,10.0,2,1.0,24.0
5033,7.0,10.0,2,2.0,221.0
5034,7.0,10.0,2,3.0,146.0
5035,7.0,10.0,2,4.0,31.0
5036,7.0,10.0,2,5.0,29.0
5037,7.0,10.0,2,6.0,23.0
5038,7.0,10.0,2,7.0,11.0
5039,7.0,10.0,3,0.0,18.0
5040,7.0,10.0,3,1.0,59.0
5041,7.0,10.0,3,2.0,768.0
5042,7.0,10.0,3,3.0,385.0
5043,7.0,10.0,3,4.0,103.0
5044,7.0,10.0,3,5.0,64.0
5045,7.0,10.0,3,6.0,42.0
5046,7.0,10.0,3,7.0,25.0
5047,7.0,10.0,3,8.0,16.0
5048,7.0,10.0,3,9.0,11.0
5049,7.0,10.0,3,99.0,18.0
5050,7.0,11.0,1,2.0,36.0
5051,7.0,11.0,1,3.0,36.0
5052,7.0,11.0,2,0.0,39.0
5053,7.0,11.0,2,1.0,63.0
5054,7.0,11.0,2,2.0,201.0
5055,7.0,11.0,2,3.0,215.0
5056,7.0,11.0,2,4.0,120.0
5057,7.0,11.0,2,5.0,74.0
5058,7.0,11.0,2,6.0,46.0
5059,7.0,11.0,2,7.0,34.0
